2001,-2.803
2001,5.01
2001,-1.055
2001,-2.624
2001,-0.1918
2001,0.3812
2001,0.9586
2001,1.032
2001,-0.6233
2001,0.6319
2001,0.2126
2001,1.36
2001,-0.4021
2001,0.02681
2001,1.303
2001,0.2867
2001,-0.4977
2001,-0.1886
2001,0.6827
2001,0.7008
2001,-0.562
2001,0.5461
2001,-1.747
2001,0.3587
2001,-0.1514
2001,-0.8408
2001,-0.639
2001,-1.334
2001,1.183
2001,-0.8652
2001,-0.2184
2001,0.8124
2001,-1.891
2001,-1.736
2001,-1.851
2001,-0.1952
2001,-0.5555
2001,1.749
2001,-0.766
2001,-1.431
2001,0.104
2001,-0.568
2001,0.5858
2001,0.9981
2001,0.6452
2001,0.2259
2001,-2.476
2001,-4.318
2001,1.483
2001,-2.584
2001,0.5871
2001,-1.962
2001,1.763
2001,-2.408
2001,-1.792
2001,-0.4064
2001,1.991
2001,1.128
2001,2.557
2001,-2.443
2001,-0.463
2001,1.078
2001,-1.246
2001,-3.439
2001,-0.2901
2001,4.368
2001,-1.998
2001,0.8117
2001,2.707
2001,-0.2131
2001,1.51
2001,-0.3228
2001,1.005
2001,3.889
2001,1.254
2001,-0.8551
2001,-1.498
2001,-1.216
2001,1.594
2001,0.4696
2001,1.501
2001,-0.2865
2001,1.359
2001,0.07817
2001,-1.487
2001,1.444
2001,-0.2447
2001,-0.435
2001,-0.4488
2001,-0.02867
2001,-0.7577
2001,0.2609
2001,0.04164
2001,2.845
2001,0.2724
2001,0.2693
2001,1.615
2001,-0.2628
2001,-1.553
2001,0.3196
2001,-1.182
2001,-0.7794
2001,-1.566
2001,0.6202
2001,0.3862
2001,0.5108
2001,1.299
2001,-1.055
2001,0.5457
2001,-0.9397
2001,-0.8356
2001,0.1164
2001,-1.135
2001,-1.75
2001,-0.4517
2001,-0.4883
2001,0.3434
2001,0.8709
2001,1.136
2001,-0.945
2001,-0.5509
2001,-0.151
2001,-0.4676
2001,1.249
2001,-0.1696
2001,1.005
2001,-0.1827
2001,-1.232
2001,-2.35
2001,0.6879
2001,-1.44
2001,-0.1134
2001,2.369
2001,0.6241
2001,-1.088
2001,0.9971
2001,-0.5542
2001,0.6053
2001,-0.3432
2001,-1.637
2001,-1.627
2001,1.608
2001,1.045
2001,0.2402
2001,-0.1078
2001,0.5571
2001,0.388
2001,0.3964
2001,-0.5243
2001,-1.142
2001,0.3274
2001,-1.733
2001,-0.008449
2001,0.5687
2001,0.09495
2001,-0.3828
2001,-0.7339
2001,0.309
2001,-1.666
2001,0.8124
2001,-1.208
2001,0.6956
2001,-0.2763
2001,1.965
2001,-0.4827
2001,-1.501
2001,-1.115
2001,-1.704
2001,0.403
2001,-0.05646
2001,-0.1059
2001,-2.239
2001,-1.864
2001,0.6226
2001,0
2001,0
2001,-4.922
2001,-0.5805
2001,-1.611
2001,-3.106
2001,-1.903
2001,3.898
2001,0.879
2001,-0.5167
2001,1.149
2001,2.192
2001,-0.2296
2001,1.231
2001,1.993
2001,-0.2481
2001,0.1645
2001,-0.8335
2001,-0.5356
2001,2.294
2001,1.521
2001,-0.5267
2001,-0.153
2001,0.6936
2001,-1.863
2001,-0.7873
2001,0.4557
2001,1.53
2001,-0.4698
2001,0.03872
2001,1.372
2001,0.4109
2001,-2.382
2001,-1.717
2001,-0.0009436
2001,2.295
2001,0.286
2001,1.439
2001,1.453
2001,-0.2735
2001,0.2456
2001,0.1582
2001,-0.1767
2001,1.856
2001,0.1861
2001,0.09026
2001,-0.3143
2001,1.09
2001,-0.7298
2001,-0.4927
2001,1.171
2001,0.6155
2001,-0.6843
2001,-1.825
2001,1.035
2001,-0.06578
2001,-0.8381
2001,1.319
2001,2.324
2001,-0.2777
2001,-0.7531
2001,-1.587
2001,-0.2781
2001,0.02727
2001,-1.556
2001,0.3296
2001,1.003
2001,0.7546
2001,0.581
2001,-0.8377
2001,0.4351
2001,-0.02096
2001,0.4124
2001,0.6752
2001,0.3362
2001,-1.115
