2013,2.54
2013,-0.21
2013,0.49
2013,-0.31
2013,-0.32
2013,0.27
2013,0.76
2013,-0
2013,-0.09
2013,0.11
2013,0.02
2013,0.56
2013,0.34
2013,0.44
2013,0.15
2013,0
2013,0.54
2013,-0.18
2013,0.51
2013,-0.39
2013,-0.26
2013,1.01
2013,-1.15
2013,1.04
2013,0.05
2013,-0.18
2013,0.57
2013,-0.06
2013,0.16
2013,0.06
2013,0.07
2013,-0.1
2013,0.73
2013,-1.24
2013,-0.63
2013,0.88
2013,-1.83
2013,0.61
2013,1.27
2013,-0.09
2013,0.23
2013,0.46
2013,0.96
2013,0.11
2013,0.18
2013,0.45
2013,0.32
2013,-0.24
2013,0.13
2013,0.56
2013,-0.16
2013,-0.55
2013,-0.24
2013,0.67
2013,-0.83
2013,0.72
2013,-0.33
2013,0.78
2013,-0.06
2013,0.41
2013,-0.45
2013,0.52
2013,-1.05
2013,0.4
2013,-0.43
2013,0.63
2013,0.35
2013,1.22
2013,0.36
2013,-0.28
2013,-2.3
2013,1.43
2013,-1.43
2013,-0.67
2013,0.88
2013,0.47
2013,1.04
2013,0
2013,0.4
2013,-0.18
2013,0.72
2013,0.25
2013,-0.93
2013,0.94
2013,1.05
2013,0.19
2013,0.52
2013,0.41
2013,-0.37
2013,0.43
2013,0
2013,1.01
2013,0.51
2013,-0.5
2013,1.03
2013,-0.07
2013,0.17
2013,-0.83
2013,-0.29
2013,-0.06
2013,0.63
2013,-0.7
2013,0.37
2013,-1.43
2013,0.59
2013,-0.55
2013,-1.38
2013,0.85
2013,1.28
2013,-0.03
2013,-1.02
2013,-0.84
2013,1.48
2013,-0.59
2013,0.76
2013,0.78
2013,-1.39
2013,-2.5
2013,0.27
2013,-1.21
2013,0.95
2013,0.96
2013,0.62
2013,-0.43
2013,0.54
2013,-0.05
2013,0.08
2013,1.02
2013,0.53
2013,0.72
2013,0.02
2013,1.36
2013,0.31
2013,0.14
2013,-0.37
2013,0.28
2013,0.5
2013,0.16
2013,0.2
2013,-0.19
2013,-0.38
2013,0.26
2013,0.08
2013,-0.37
2013,0.04
2013,-0.01
2013,1.25
2013,0.16
2013,-0.15
2013,-0.57
2013,-0.38
2013,0.39
2013,-0.36
2013,-0.12
2013,0.28
2013,-0.52
2013,-1.43
2013,-0.33
2013,-0.59
2013,0.38
2013,-0.58
2013,0.86
2013,0.39
2013,-0.4
2013,-1.59
2013,0.27
2013,0.2
2013,-0.32
2013,0.42
2013,0.81
2013,0.12
2013,0.01
2013,1
2013,0.73
2013,0.31
2013,-0.34
2013,0.27
2013,0.57
2013,0.42
2013,1.22
2013,-0.18
2013,-0.72
2013,-0.47
2013,-0.26
2013,-0.27
2013,0.35
2013,-0.41
2013,-0.6
2013,0.8
2013,-0.07
2013,-0.9
2013,0.71
2013,-0.85
2013,-1.23
2013,0.06
2013,2.18
2013,0.63
2013,0.41
2013,-0.71
2013,1.38
2013,0.67
2013,0.65
2013,0.01
2013,0.57
2013,-0.47
2013,0.33
2013,0.44
2013,0.13
2013,0.56
2013,-0.49
2013,-0.38
2013,0.29
2013,0.36
2013,-0.28
2013,0.43
2013,-1.32
2013,1.34
2013,0.07
2013,-0.24
2013,0.81
2013,0.48
2013,0.42
2013,-0.37
2013,-0.2
2013,-0.36
2013,0.81
2013,0.5
2013,-0.13
2013,0.01
2013,0.25
2013,-0.08
2013,-0.27
2013,-0.32
2013,-0.13
2013,-0.43
2013,1.12
2013,0.18
2013,-0.32
2013,-1.13
2013,-0.38
2013,-0.01
2013,0.63
2013,-0.31
2013,1.66
2013,-0.06
2013,0.48
2013,0.53
2013,0.29
2013,0.47
2013,-0.03
2013,-0.02
2013,0.4
